speed_kmph,braking_frequency,road_condition,tyre_pressure,load_weight,temperature,steering_angle,tire_wear
47,14,5,36.16461296515027,304,26.942615347086928,21.627781748955332,39.9300534597322
54,16,5,31.28944436583041,904,15.793407077930024,25.825314485278014,54.94819350130895
83,14,4,37.93210233737526,529,25.066716050899714,24.571108816722838,42.98102569609552
87,20,5,36.878413919204846,638,44.280604725734825,22.483861352145592,57.43681173820712
96,3,3,37.46827413457761,331,41.20666728681266,55.5317592988137,47.99470650813162
75,3,2,29.429278430520597,581,24.881342011026533,49.73579347158073,54.2187795507672
53,9,5,29.686565535946514,337,32.63386215199117,6.539999391778566,28.640734019612836
61,6,3,31.437684852935003,469,40.41890236606481,6.487401148625763,24.18151329506078
76,13,3,34.21692598237073,749,28.238230102502058,25.67217089117947,58.68055056231943
115,2,3,36.97619292039283,595,15.538735912504528,5.919442603968543,13.031547747432231
52,8,3,38.03837068913084,756,17.2353138545592,37.14558571626718,46.53447997163656
95,2,4,36.45202379148617,663,30.3117816404612,8.621496435704035,21.971554661348748
56,4,3,39.14316257836766,874,44.08318127027635,31.342395838008063,52.611948274302144
31,15,4,36.86492211539117,649,35.79628626656603,0.43319682022306516,15.643579119598346
119,4,4,31.675214644055377,530,17.127485743157088,18.995780904758803,31.616525920833105
46,13,3,31.18097541206287,452,20.680826273755883,40.631443420359325,57.89700810019074
62,12,2,36.35430940361308,880,38.139694296505496,29.042336413670906,46.89745737562274
38,13,3,30.31444682427537,484,40.243192798687346,58.69616915993929,76.62071644624965
72,14,3,29.112577729723238,473,33.53083758565772,52.44622776397265,73.57424487359077
77,20,3,34.386674498274324,219,34.332695088894496,21.544246742589074,53.96828928772587
68,18,2,37.859698837347466,438,15.85012351150154,2.729192488336476,20.204300353063207
71,6,1,29.216558109638363,469,39.855907787445254,50.73757800690113,56.71687082960661
55,11,1,37.502695885548746,617,38.648256245124884,54.67405861888028,62.12744872972385
79,2,4,37.738864052218574,509,22.771054323100415,49.23764360514221,47.407157012853965
54,19,4,33.78728800097852,230,36.26030159896521,7.676996455185892,39.510526686332504
53,19,2,28.68772372012584,303,21.445638192749943,59.87490806473726,82.73232961107365
42,5,5,30.095078214966236,881,16.20990483154539,15.51505329316643,27.69085503692585
89,19,1,36.48911530194319,385,21.03409627771132,43.452294768502206,60.72879132977512
36,2,4,36.54133533989139,327,20.358866302628986,54.482092580143295,38.2241106284736
86,10,1,38.78026330201199,409,25.13243990204542,14.141226859842567,25.3138009766647
65,2,2,34.99223375865499,613,27.553484915263745,54.49551328062397,45.77948742805844
74,11,2,29.48928841256533,480,30.256166744931235,18.568894751692017,28.028969109545592
49,18,5,29.456978866059664,452,29.302616265249846,58.584793343043366,89.49179394410359
94,15,5,36.65358828828188,218,23.12023817895868,16.875601222828475,40.2152461580151
37,9,2,30.205415981294813,911,15.875120057222233,57.20614948547011,67.83391984277561
45,19,4,31.940625995399266,931,33.15304866711452,3.2126790535604943,53.926832935966104
43,9,1,33.846544083062966,335,26.872344895420632,42.55632070018878,43.32319538338062
105,3,3,28.297178530913815,422,23.96016472162649,31.92666803022022,42.64784463377354
116,9,5,30.985828324239183,202,41.00823128491537,28.672624627363838,52.38780693050135
44,14,3,32.894675302087364,435,37.402299233944795,13.409658855350399,31.526958156595768
95,19,4,31.355635821918476,664,40.73296645117327,42.33574738658952,80.74685430050333
61,7,5,29.63644392961079,427,29.84948384137383,11.448569486778426,41.1696967116787
116,16,3,36.736147093554365,853,18.927937563803326,33.17050775908609,61.573287100628505
92,16,4,37.757771862015815,698,35.88664308363818,15.194721782415048,48.36678728539467
115,1,1,31.089747713724698,720,21.18221339811526,57.33728278688137,62.53224736605895
80,4,4,37.29303393527564,901,28.236890072751503,1.7178716301391694,13.997667946493191
54,4,5,32.626642772815764,876,16.950023668466656,11.983696806674192,32.65551158192762
87,7,2,34.08022949024803,338,39.75925207268948,14.538636383246864,19.52162223887504
92,8,1,38.27201289871783,475,18.778219231425016,24.844069546068987,30.017885775082647
91,17,3,36.999444181628895,490,42.09292521147929,13.963814512203212,45.132354549124614
51,5,5,37.66140221579413,252,40.926918067846714,29.480945416127117,37.56542847718309
87,7,2,29.642141999036284,886,28.93748293317738,52.34793139551234,63.29848127791657
87,20,4,28.836633110004755,309,37.33104612911972,42.723805284550245,75.5123528159075
115,20,2,38.72085674905584,914,33.5833522145446,34.79771883210666,73.43025989276327
78,4,5,32.65401123485313,847,39.09226927013235,5.340190678960779,29.389441290002814
81,6,5,31.45455613683617,203,27.954153023577362,41.639526503356535,54.45904259943093
71,7,2,36.69635505114189,866,38.574254527330496,9.984857058656392,28.823169242217713
99,18,4,38.03698715895828,883,28.87370451195444,47.18204315770188,77.8282638589111
44,5,2,38.34987546277961,246,43.228973635283815,15.003405510609191,13.051432856097495
83,20,5,31.79196569350273,293,29.59116302475443,25.022923699254054,61.43718331646533
89,3,5,38.22654869442009,759,28.878578158011884,21.028212139075674,34.07267028382452
37,7,3,28.491207332492145,951,38.55215584690538,51.52883488049141,71.75416673365196
82,14,3,28.595937897516627,412,39.64733075282514,7.592667522804488,38.40624564365281
89,7,1,35.48223034208985,635,31.63467342963512,33.93869294308732,39.19895374075523
34,5,5,28.757276429386554,707,20.39393440485226,8.523696566583734,31.71735149852863
97,5,3,31.89531002212194,850,29.032746928727384,42.2877501679312,55.97178794654557
35,2,2,36.07307183496309,404,44.04217508729035,54.30468766766887,42.62651217110955
76,6,4,32.04720275265072,580,37.58958579117555,26.076459232035205,32.853093278419145
84,15,2,30.15519737728115,272,39.334878116373964,29.285535615898553,47.88925791400233
69,10,4,31.3762074622461,715,15.984764964577204,55.645370188965735,67.22111039863118
81,7,3,33.49090398700518,275,29.035783879024798,31.25948331896143,36.45849340175161
45,5,1,33.70463026426579,276,34.39863400972666,29.255906282973655,22.72057129166933
42,1,2,37.396002776166426,967,39.90098050884224,34.69974616225825,40.86092300068485
59,13,2,37.00183875317815,609,16.478209607483144,41.353784181777115,47.65749643775719
48,18,2,33.48181365467362,813,40.57316656925619,6.413002505221883,38.76557293161827
46,13,4,38.148008189185255,305,31.45202810225735,49.266631664490966,58.83743647884769
92,18,3,29.370845663096752,750,20.919419117281798,26.130301647195555,58.33847517484425
48,5,2,31.064240202746817,675,24.517656493491,4.340910593849133,23.190355075453066
87,13,2,37.93571756202702,474,23.457886552546825,47.170960151892785,60.66003423684692
84,4,1,32.53592846351384,287,30.925771028654275,22.616998301176324,18.69681553453159
119,17,1,39.774178705526104,922,16.550570397333956,6.022049705703236,40.730641356293845
119,3,3,33.59503937833402,276,19.756084754997705,38.02674237259503,45.50074399692943
91,17,3,37.50322747556517,276,39.380791301273476,52.8078812060185,66.22455082377114
52,11,5,32.82768449658846,641,18.978119722404333,53.26521056483918,64.2796112663258
38,20,1,33.09944222874917,739,22.001888083743808,57.45980848853839,73.98149565009118
41,4,5,32.5945977674102,444,28.60111816812472,52.06232758600128,49.047829457321654
30,2,4,36.628907446129745,777,30.513626643399913,0.12845516072851337,6.3882300899126125
87,20,5,34.57021460871994,977,37.908314388424756,22.814469984803413,69.79953697460033
30,16,2,39.32533733642043,581,28.419972799985633,49.11255479433018,60.98950095127864
63,18,5,31.010683798409257,916,38.69593863106616,21.975180359908453,67.75894248605115
77,8,3,29.20675278500133,769,33.55038921136372,36.09291038278237,56.62765070103695
118,3,4,32.719137821190586,912,18.392992182714675,36.37901684247192,50.90435578252349
30,9,2,35.40055249176131,936,19.689943151785158,21.901518242329384,28.37227048333065
45,20,5,38.32958724298594,341,28.111011763493124,54.26843563687726,77.82105116622373
90,6,4,32.15436264016393,567,26.906681792671186,30.193700723167055,48.4677847506602
93,10,4,35.84544101349354,283,37.306328089118836,27.88705235625005,41.93407920395266
92,10,2,32.20238417227863,342,32.42211419392056,59.85082473971375,62.958804072088704
98,13,5,35.4066349959335,551,26.643992430067478,29.610021844357,63.48903117232252
51,17,4,38.61769536436781,744,20.12280850351157,10.703895115714863,40.17333303077831
96,9,4,30.776291707112907,351,21.805113069764854,30.78416537180628,49.749298161601175
105,17,1,32.85089970528447,357,32.26503055407177,48.8410041311958,70.27058322337176
55,9,4,39.919182357156956,645,27.703164146993775,46.611619613896885,49.16158657362105
45,9,1,38.422684338993534,852,30.447825265820164,47.31490590650826,58.17626273606905
80,1,5,34.77567829475442,962,20.12032305906701,42.4814270398747,50.91833371853029
115,2,5,34.199531102251306,502,34.88718757033698,15.253069744001293,35.75185336139958
86,16,5,31.41520458765617,823,40.57616222567901,51.725045150413884,95.33089311324254
58,1,3,34.20651313232236,855,22.738185203607017,53.606607922575904,53.363565729720044
107,10,5,38.17817797935936,649,29.745426774954797,11.649161797112944,33.47029531758941
98,18,4,36.222094159333366,920,44.265819870627055,7.827338193083635,43.07376766148898
76,8,2,31.48052833813584,423,24.99725221652183,58.536298115346725,62.178867405814984
91,11,1,30.417567052642397,242,32.85139034771284,52.09943781902207,61.45617236023251
98,2,3,31.18250244396195,463,17.70587100600733,53.5941688325968,51.028337915187336
105,8,5,30.03711041671392,955,33.180450074383295,53.18258307746371,82.30649911110974
45,8,5,29.14768835228459,202,17.68895319913854,32.5012094420237,44.63653229209917
119,17,2,33.02963409330466,836,43.77706305971466,38.78410419994798,79.75525026462336
119,15,2,29.35959525277921,467,36.46987956216934,32.7217711280185,61.57014839276928
77,17,3,30.062950692725252,795,38.64479364407119,3.072380951419744,45.580253757143716
114,13,1,34.56789621207383,215,36.123130823149104,44.73018512116636,55.919581428162644
68,19,5,29.975191284394896,533,32.69187108229397,30.31992200015282,69.10181135974105
62,5,3,28.766557209170834,663,28.49738343256516,38.862544487413786,48.3306793847202
52,12,4,31.80866620033462,258,40.751201392831874,30.158388298532117,46.621809551882976
39,1,4,30.64382918346361,376,43.70507002629189,29.508679339347356,31.722949512212573
98,5,3,34.18366225593252,262,29.97108518712244,10.30734656866601,21.04144710676236
63,8,5,29.22840501499851,760,42.946051474657864,16.722822908468938,43.802277395334684
81,13,3,37.02124945219574,506,32.49998729965553,9.531161516637347,30.58595720874401
39,8,5,38.874802233221665,445,31.151525606892996,11.739977737520546,32.24089108320987
48,11,2,36.921222087474334,488,28.634481988660703,58.37864282521829,64.87133205615777
87,1,3,34.39392444881673,997,21.278632845903594,9.186806746331905,18.717181509299245
30,13,5,38.32801386146662,531,15.111589824541776,16.15622545831246,36.77437982727862
98,19,3,36.33902055737809,726,22.24518680568184,35.4353794643151,69.28484971093643
33,3,3,28.12661346940228,454,30.291695148106953,36.61071457419851,39.33155494154502
45,17,5,32.72908183329404,803,26.398798567792575,9.238447784629745,44.405300003894865
53,5,5,38.2114227928816,709,28.454556840079015,47.62304554711274,50.69786516724665
109,20,1,32.15030629570323,990,44.41944658692149,47.112172074769504,87.49052398266508
31,8,3,28.42258208230628,917,25.50817112007983,14.239062252233465,32.64371893205828
61,14,4,36.95415566262727,805,28.565488180803236,17.319978160527626,50.05882971591363
120,4,3,37.624459243394426,936,19.005466540584585,56.279271927569816,70.2831895810825
113,11,3,29.927124340519704,662,16.43873197310963,49.54028675876869,70.07800622508348
53,20,5,34.44808596211817,398,38.262285437774835,41.867821983751426,77.93938515645351
41,15,3,30.30346526794871,470,32.12049525215936,4.933993290636032,30.99429676243817
79,19,3,36.63081302852976,945,37.82114418131685,25.095844854154542,60.100123940401495
64,7,4,31.25860546212983,757,19.495883966596548,33.558112324609624,54.66812629345614
62,19,5,31.79458147075996,263,32.154863135480724,11.244677279026616,53.621990631293215
62,19,3,38.13965024368122,429,22.609274230241265,26.89359492649347,57.67199786405251
90,11,2,33.715868226482854,448,21.841854507000598,36.0615526493214,49.91494396515703
80,5,1,36.037053414618974,445,15.345780421589557,19.64260080692395,22.657589943514104
72,5,4,32.82847660866961,786,18.910221707072157,46.85668913702923,58.53732465771486
41,8,3,31.576082286325065,356,24.278043344990863,50.426974898328325,59.46083100203074
96,10,2,35.505736725095936,934,18.50636281772817,19.416568166044247,42.51827103840917
94,6,3,29.858290888945856,901,44.575753212328124,50.31942926954743,75.10741073694011
62,15,3,32.47599802680236,763,24.25897945571852,6.214593966180901,32.653727612614944
69,16,5,30.508444448631067,287,18.909718401069846,50.26374591735938,71.39806981021181
103,17,5,36.349539603288946,512,20.972469384838732,9.165025900056996,47.930997327441474
72,8,5,39.33050606015329,265,32.63109685024429,4.975629150583563,22.469531942712837
73,8,2,39.9461316161904,861,16.921305715943657,38.50652426646067,48.552573795875674
58,9,3,33.40332172529909,219,40.87302390423471,28.31624194531766,39.288724521663944
42,2,1,31.030364675637333,232,43.84499037711442,54.47343602476997,41.76341299758594
41,15,4,33.313952444611886,992,22.402422620021426,21.79135176545095,53.00020181857386
75,18,5,38.16723291955269,757,28.50285805772578,17.22913580625772,53.79073037590979
31,3,5,30.47206814262448,272,15.664033530884913,30.0440943686519,32.205871958938495
64,17,3,39.42514781983509,542,34.22130674181665,27.356771146119677,45.65991530741788
116,4,3,32.10238922557781,332,27.417781741577667,20.665682773031296,30.356508772491473
110,4,2,39.82964391340366,254,23.10175398304667,41.62447792189971,35.32756869122785
119,14,2,38.06330665040755,260,21.205113318498256,45.5737100348345,46.64506080881353
37,9,5,37.70284640976868,719,34.62069232976282,51.1790381418082,67.21961479694912
55,9,3,31.814856085279402,471,27.486510930969434,58.37139628262057,65.91797125372793
103,18,1,28.105326543375153,445,20.38977867089736,15.999371527950268,47.85850963321846
119,10,4,32.585594905911854,375,35.67327244460472,42.96560894939769,61.366852646585414
63,4,3,31.621712435952325,827,31.95216849110081,23.655494129744714,40.806436188328554
36,12,3,28.448763884905567,516,40.760161647884885,40.62491831706649,56.65829047457696
97,8,2,34.06438307807116,982,18.524276966294785,28.55890142095322,44.03486997738656
87,2,4,32.83637573539284,904,38.56999805833368,59.626386166075896,73.51703914364862
104,13,5,35.6146776128983,861,35.20550360451777,43.73412814744499,77.2561135433278
58,16,3,35.454235866329,330,18.450328104842935,57.14947802605947,62.03368989105079
65,2,5,29.44895963076016,301,35.84462189615162,50.09817296887115,62.10211423292784
118,11,3,39.72358655351947,509,28.246418666394913,54.174060669802266,62.41080918725621
50,10,5,30.243177153297363,981,43.349543566675294,48.86515183288049,77.23551083239045
65,15,4,33.34328829717646,491,19.248340518536978,27.549547822554683,58.62482149149648
39,17,2,33.85741052120482,921,34.28500172447214,15.107307200813063,37.32390230398621
102,8,4,37.756753566569444,694,26.45940136388838,22.219210527031333,33.70333091161929
53,18,1,29.19075515313576,560,43.704440117726335,1.2141739583970268,37.59420019788078
93,9,2,33.14373135050238,537,24.899246858708295,31.43959004788003,33.83125183661125
78,8,4,35.54202604283445,778,43.865577284754,30.30346801622452,43.26652351511896
65,14,1,30.581867459488667,209,42.044575533022474,31.51502788982929,52.25396993401201
111,18,3,35.52961478519288,248,23.11149705931969,58.44187349832383,75.34395552434788
53,20,3,39.08397805059583,686,39.10625330479283,54.68724020729036,88.6703423610765
52,20,5,39.9702175740721,822,44.868126054105176,9.70276669980648,46.75736686961599
91,12,2,28.38941292148811,520,22.57989006513847,22.13295129335335,43.76761851291654
66,19,3,30.82705873893613,930,28.10331507969959,25.437370767795716,67.18834842502177
41,14,2,31.723685389500368,768,30.60542209700279,21.631975071098864,47.634293413922094
84,17,3,32.789513205339595,994,23.84793407411593,47.90975781623479,78.88311143749657
42,3,5,30.90708589101721,824,15.457945189380894,31.442260192055215,39.915603650271514
52,7,4,30.44185593466375,332,21.6038773259258,34.325989018297506,43.804251472143065
118,17,5,39.45464610901,782,23.458106530252753,51.18081353927553,88.01769486401926
59,12,1,39.02225923324622,282,28.307991039545612,48.35568920492152,50.868651013583666
46,9,3,28.56391001203741,256,20.133074352402055,7.932691369217981,18.799244217372795
91,15,1,32.06575625925818,575,41.19763070075018,42.83487504501806,61.05962677821088
113,18,1,32.86178264414088,548,36.14733398194008,26.12616773412213,53.874378974922934
118,13,2,30.86817441599132,470,17.55601432678986,17.678934183750027,36.35897024725048
115,8,3,35.54647476385811,682,34.50277353419794,3.0011292541311807,28.918354578802475
42,14,1,35.684568959730896,310,34.60969429216861,29.234973620727057,41.949979636608425
88,8,4,38.206050739943166,275,43.68663520930883,21.326200843471884,34.67272302731911
48,14,1,36.89043122062262,357,15.090626140684837,15.090782380584049,30.83389940071396
78,7,4,34.51087992359147,731,22.437973494174216,41.68030377581745,62.963083340044236
41,12,2,35.84304124053304,842,42.833744381259464,46.16912323893522,63.68087605439967
90,11,1,31.287865378516216,528,42.96401746194849,14.687371141765489,40.13476329929559
48,11,5,35.11667427960829,321,36.617592581119126,2.9668462007608354,21.278448442686038
105,13,2,33.87072705699903,240,37.9728996314262,50.9251620339141,63.15561160533824
38,18,4,29.600133607796444,366,17.744488737889412,0.5975844722581991,37.54335385746679
100,2,2,30.91053131899565,841,30.416275043347007,56.22674963528832,60.41543442236744
57,15,1,31.500321408659033,222,21.947489738669983,37.657192438962355,54.157028117435466
107,20,3,39.0917148046307,478,20.43654130840852,19.31079811207922,53.94966214087251
81,18,3,30.764639672630672,962,39.309098973699975,14.788674574604173,62.86388740831575
112,15,4,31.470926833836018,668,19.051144100416423,0.5403398558685146,34.206917931363485
45,19,4,32.432249561073185,599,29.059549109891556,14.12828502065263,47.72614125356604
98,12,3,35.964912863504644,208,43.157347187580996,8.263698091028466,32.766699655780364
41,13,4,29.418860709665687,212,20.574961666960277,36.72997324338874,46.95387424857246
54,11,2,39.44734254992531,251,44.33980271214703,9.992735315628078,19.35899322872257
81,5,5,38.38685464113718,408,44.828639572831776,31.717790252197158,46.2424167530001
114,1,5,34.9265928761074,749,31.668514640472086,35.40698534066825,46.97844974022516
82,3,2,36.088454409099484,811,20.10428220531474,17.882501900814873,20.964262673034742
52,19,5,28.199925654930592,904,24.48314663822687,2.1038969411231223,43.13456023571563
45,7,1,32.067337304181386,601,27.734784980296055,2.235232836851766,11.538960441123962
86,12,2,37.54792276793731,390,24.279726730746688,1.5808399316350563,21.706550067376238
68,15,4,28.92979568550863,250,23.419067396295475,44.34748002819278,61.2996867381401
82,5,2,31.387766010528644,592,44.16689127649073,19.080582288857887,34.41091864907892
71,15,3,35.02356194001173,852,19.60094482247237,47.77801115805982,68.97574746160879
87,8,4,31.0769563323873,879,36.99983726150587,25.90396943057095,51.04918016214738
68,10,3,39.20773568973423,820,15.012308683175245,27.17988604979783,43.97762879915747
43,16,4,29.572703569651484,918,32.885480082071304,30.772956150574423,73.7148762164125
34,8,5,37.568732294893344,499,42.47829011862157,42.781887382506234,57.4015289721965
64,1,2,34.0953843028769,821,23.63802282279657,16.410171949782423,18.099524068063133
116,12,1,37.003969309839476,395,20.565779257731577,7.295240972011614,32.03615125122513
104,5,4,31.72858393973737,616,34.550393846352804,33.36344011148769,55.81903648266321
47,3,4,34.17387522774447,863,36.37804221895179,19.618657394564355,31.69250713568481
105,1,3,38.282024196678115,619,35.640915568559436,26.549478820082243,28.361311722595357
38,4,5,33.60253718947725,954,24.579506400641222,38.816802500238325,56.61291367449653
103,8,3,32.316638342923234,839,22.566072064779927,29.647544468476237,51.86381938213762
87,3,3,34.43386463503283,816,43.67756399886133,37.21672902605057,46.251054227806804
46,10,5,36.6083530364364,721,42.698985248097884,32.65200012681767,53.4975253327293
36,2,1,33.32276014598203,555,28.719498296784607,44.387782316165946,34.51178725890196
75,11,3,39.26652370170727,347,40.38581598463121,42.3561970626972,48.21334982806443
42,10,3,31.539349888508106,564,28.56970432902888,32.05139350851715,50.999584660747075
69,14,4,33.705563274029444,563,27.731670542175312,40.73418125158241,66.55837188819734
71,7,5,37.0831319120973,851,19.70288842797884,52.41357613635677,68.47417848518698
38,2,2,36.269453085949095,901,27.792181694759186,25.936277267290116,31.462120998806974
79,9,1,38.363692629005875,601,31.12250815799421,24.76578436492762,29.129008325196736
56,16,1,39.961710168173305,805,15.675129822860594,45.85473725114281,54.31409992577459
95,13,5,33.12229994554107,691,28.323390155262192,34.95323022251964,71.82981011666948
34,9,4,29.333810557399744,428,38.44068655185601,4.2604068133553135,26.869533736895807
58,20,4,28.364990569695614,774,35.401381691228096,53.52672094146488,84.96410011030058
66,4,5,36.72252287367726,736,34.054709665918054,1.8469861342584082,21.836717600734072
67,10,4,38.48816405570459,467,42.28666285311607,44.90378137258459,60.20769433237633
112,12,1,30.648551031333024,604,15.5409602947569,45.527648562258776,63.67248996452499
37,17,1,29.90137644627887,992,31.711427585767026,57.186665116915826,77.00627307672936
94,14,2,28.74646109830829,210,38.620465452291214,3.2480645041392453,39.67059762888268
115,14,5,37.87243506060648,519,31.24006148103802,35.811411647069455,56.61928553233052
46,2,3,31.736583278711013,912,24.716866577411373,25.670434237623176,35.147547091410246
100,20,3,32.82036271311732,325,19.087516952759337,19.83797729157252,58.886172345826104
118,11,2,34.03300229931535,505,41.62689215448574,5.419113617944382,34.89928933216777
74,16,2,38.07343881051461,901,29.12287177162809,33.75924718027855,62.02206183010932
33,19,4,35.80999865873782,710,41.34345590957104,28.74244354047682,56.4280964311946
65,6,2,35.380775558293735,288,32.575563672995045,6.273267489061456,13.912465960354561
99,19,2,30.10806519947093,554,35.22576349845002,36.749370425825006,70.18832553388997
60,5,3,34.158278700517954,827,39.1278346313535,44.277187215176305,50.17058115752187
48,4,4,36.58457220614386,551,34.77466633800403,46.03669806321889,52.17797357264949
90,15,2,39.6791305963659,888,26.94164522036813,54.322391295745646,69.14180800986719
83,4,2,30.416875710560227,213,30.40900151785953,24.568244513326633,25.295414090639408
68,20,4,28.11452023680672,456,39.091365740276395,57.18436611732822,92.79235018628687
120,10,5,28.903617203181636,408,26.209508891189525,51.92576430496116,74.62833763623105
103,3,4,32.510229582183754,480,26.643643703054913,17.79009426143634,31.743310475134024
119,5,3,37.846535772951846,642,17.870703481740033,9.556982240967509,21.975067052574953
48,6,5,28.08570498121894,588,42.43753305665243,26.123363767680804,54.360089673912185
68,8,1,33.48076711463008,816,17.731089448363253,24.113922477357995,30.96329694525425
96,7,4,31.950767384096736,682,34.446275323456675,34.543158319872255,53.43835212443532
74,10,3,28.629780521196732,346,27.39583436408393,35.00317393966488,52.98145241320965
42,6,5,33.40283544007141,478,27.16858170766327,44.99921906279852,48.093152571478065
87,14,4,31.056984488040627,720,35.38655509718052,30.59339689233661,59.282553017495175
49,4,2,32.22261801216408,829,17.012811978896362,6.289358456445933,17.05029667646385
101,13,4,36.46738365741152,805,32.811173488543034,51.497480133186365,80.42593449209033
90,20,1,34.258611806931604,633,38.160953579170645,18.585874991111226,56.609070353529965
68,17,4,29.49576914791376,343,39.846382736597825,58.27784761839552,84.47652861929612
30,7,5,39.53697448508367,488,20.11591168181326,7.071606520786209,12.788544205828622
32,4,5,35.63092918851686,585,41.92257150234521,57.495070333950196,62.57973561591525
106,14,4,37.19042110795038,213,34.684382755423265,5.460708412951019,33.952139053527176
91,3,5,28.950557800100448,456,41.45564402462048,13.862168276823567,36.341718673931375
92,5,2,28.564700553520225,545,29.558421513305948,2.7947965251924956,26.384384498683193
54,16,4,28.233376604416975,897,31.26100035291606,42.306788798339696,72.82040798634253
85,20,2,30.265528333281335,544,42.57114831086014,51.017924194307504,79.91282497040599
62,4,2,32.97290077262194,599,41.997286300640155,26.044264908958827,39.191803510891376
67,2,3,39.229913600833875,406,28.44482620107006,55.71132450254578,39.613995441401336
35,18,4,33.48471591118931,371,23.23237894907045,35.41794430533598,54.74628221293474
87,19,5,31.483061264470354,663,26.795113036927923,37.800428126791395,73.42603057933187
73,19,2,34.74322304223596,469,26.632929855892492,50.725152102046195,64.19305131050818
74,17,3,29.34321493761747,420,23.60600624948382,17.808012303110335,47.02592373882945
61,14,4,35.3140706920598,351,23.057388129988997,21.255943279657547,43.8552443791157
74,19,4,34.821183451966036,822,40.83188809439159,54.35711515167866,89.3704490166612
90,13,1,37.50391640086852,382,17.09585762053985,54.05780976232583,61.15575345174149
76,12,1,39.84025133940429,598,35.32833546298782,58.58896657205225,69.170652278442
50,6,2,31.010481660593328,271,20.184601543693567,54.11029898650027,47.84406429295772
109,4,1,34.11587740964513,617,25.335176801821895,7.642322162001653,29.591695411565667
114,19,2,38.90638487582804,482,16.846291024045104,49.423457168219244,67.45634599353572
104,16,5,37.4222786130741,273,23.09920910566386,24.590308686575643,49.52475207615898
65,13,2,33.84887563720969,554,38.052632133517264,59.448081356756276,69.56141681796524
48,4,1,39.34445979537733,926,41.55045973641776,28.336857859728063,34.443955105709435
49,17,5,28.68684032220171,696,21.645814557071013,33.230164950133236,66.37524954281456
86,1,1,39.17198343655101,527,28.906435177767655,31.786494915407914,24.307704584113882
47,18,2,28.606088708593678,734,29.109721438116193,19.304221791496666,51.46010896585135
76,20,3,34.56765692937621,779,41.20725917279202,4.501325333575091,46.74004504712416
78,17,4,38.685291376013026,646,37.88397158627416,53.73907382411511,79.07333833778219
43,15,1,31.152651322735633,572,30.392316551041496,48.16054875157721,60.75305591513786
44,11,2,33.6669819873419,561,35.1224160141532,8.371606833580156,24.56680233837202
60,13,5,31.8919465496436,292,40.42065161728101,46.60609628100437,72.23420766391591
30,1,1,39.42572700491622,520,15.286168620766349,37.5507999630366,18.40870448322193
83,17,1,37.88374713703709,523,27.086700931501458,24.54862727505734,45.64447864311691
32,6,4,36.50801813591656,583,42.217295018312356,15.241268945733763,23.573409786084895
45,4,2,35.051523839381304,774,37.209390925318544,51.58372701013395,51.00440904071797
116,20,3,37.84710147188978,935,31.28524123002224,42.01129555764318,74.18340432838633
86,16,5,32.707204498282564,936,30.889335811054003,32.864394568148214,80.81455652385667
104,15,2,33.37062226127274,545,25.43310292813313,36.574112033907845,65.455116343481
41,15,5,36.76002065297034,302,30.615616009245436,5.463970924930859,32.1585878458088
103,6,1,32.29305715952457,414,34.6614959839036,28.435185654671514,46.429980544873615
45,15,4,28.766811304580486,391,27.55089115286379,11.62201756714212,43.56406045642544
101,14,4,28.892015306632857,871,36.42459439176522,12.503020740529522,55.059032096172864
105,11,3,29.384353615668445,918,40.83696681781157,39.678237737212,73.57562137550345
53,7,4,38.436175880123955,980,19.640545445545836,54.67536911005729,69.01094905667595
57,9,1,33.666717109074455,393,28.546410684522733,24.225396628700793,26.335924596836335
37,16,3,36.55458843213684,579,27.240602738552433,12.464956380731422,30.050351011896737
65,5,2,32.71491202725872,602,35.623944121491846,38.924816234199255,47.130991272109135
119,20,4,31.104531368987615,863,22.496023957737883,52.27122278101906,90.90121670782956
37,10,3,32.166306010746545,948,34.207527448568285,44.89912806734945,53.67194758694538
87,18,1,37.5301881438062,799,41.324677251944635,52.12543383219523,70.68202865707075
89,3,5,35.50259350037726,210,27.54394799380868,32.19328026064796,34.95755097147072
79,13,5,39.25167735949482,386,42.3304709993766,45.11257466215145,64.20768349403963
57,11,1,36.15645734292201,925,44.79491216800435,8.403873561536187,31.864568568856576
70,17,1,34.84217958105633,214,18.182761498438563,20.89647692179149,43.73100614380155
93,13,5,35.322352107830014,977,21.991595639545757,23.372949868891347,56.76772724892146
56,6,3,39.308457273620974,496,43.511392544462794,30.677744774762076,37.265195539214275
92,17,5,37.45841115840047,610,43.749830594441605,55.74458161540942,78.72686192644383
46,13,1,28.288494848397253,784,17.931218261602755,52.45779361333046,66.77804399113533
102,19,4,34.40967635362837,251,15.4499550113141,8.071529537351072,41.16444666773307
62,19,2,36.26006093855878,839,19.83300069769267,10.367379112947791,35.44940067129101
113,10,4,36.98438174126986,227,44.88038350146745,21.45843297533468,37.312284027555506
106,3,4,30.55770543176724,776,20.399988498320607,17.444631953440435,38.78168397257528
58,14,1,38.40612825341623,216,30.076428201660693,36.88625718937574,38.72932734320277
42,19,5,39.470117766101964,550,40.45253179291533,54.16656286587269,78.2066050300946
75,5,3,30.840583670138436,627,15.61204832064619,57.73749250035521,64.09900518048903
64,5,4,38.591385490206946,849,33.13466946775378,39.21617715211359,58.367891222250876
